MarioNet64_Color\frame_1423.jpg  1  22 76 9 12
MarioNet64_Color\frame_1428.jpg  1  53 88 6 18
MarioNet64_Color\frame_1429.jpg  1  53 88 15 18
MarioNet64_Color\frame_1476.jpg  1  677 111 14 11
MarioNet64_Color\frame_1477.jpg  1  677 111 14 11
MarioNet64_Color\frame_1478.jpg  1  673 112 17 14
MarioNet64_Color\frame_1479.jpg  1  673 112 17 14
MarioNet64_Color\frame_1480.jpg  1  670 111 20 12
MarioNet64_Color\frame_1481.jpg  1  670 111 20 12
MarioNet64_Color\frame_1482.jpg  1  665 114 18 8
MarioNet64_Color\frame_1483.jpg  1  665 114 18 8
MarioNet64_Color\frame_1484.jpg  1  659 114 21 8
MarioNet64_Color\frame_1485.jpg  1  659 114 21 8
MarioNet64_Color\frame_1486.jpg  1  670 115 16 7
MarioNet64_Color\frame_1487.jpg  1  670 115 16 7
MarioNet64_Color\frame_1532.jpg  1  583 92 21 12
MarioNet64_Color\frame_1533.jpg  1  582 92 22 12
MarioNet64_Color\frame_1534.jpg  1  580 92 15 13
MarioNet64_Color\frame_1535.jpg  1  580 92 15 13
MarioNet64_Color\frame_1536.jpg  2  170 159 14 10  578 88 15 12
MarioNet64_Color\frame_1537.jpg  2  169 159 15 11  579 88 19 12
MarioNet64_Color\frame_1542.jpg  1  568 79 25 11
MarioNet64_Color\frame_1543.jpg  1  568 79 25 9
MarioNet64_Color\frame_1574.jpg  1  518 43 10 14
MarioNet64_Color\frame_1575.jpg  1  518 43 10 14
MarioNet64_Color\frame_1576.jpg  1  519 38 19 19
MarioNet64_Color\frame_1577.jpg  1  520 38 19 19
MarioNet64_Color\frame_1578.jpg  1  516 37 20 18
MarioNet64_Color\frame_1579.jpg  1  519 37 18 12
MarioNet64_Color\frame_1580.jpg  1  519 36 14 16
MarioNet64_Color\frame_1581.jpg  1  519 36 14 16
MarioNet64_Color\frame_1582.jpg  1  512 29 27 21
MarioNet64_Color\frame_1583.jpg  1  510 29 29 21
MarioNet64_Color\frame_1584.jpg  1  513 28 16 15
MarioNet64_Color\frame_1585.jpg  1  513 28 16 15
MarioNet64_Color\frame_1586.jpg  2  513 27 9 13  526 23 11 10
MarioNet64_Color\frame_1587.jpg  2  513 27 9 13  526 23 11 10
MarioNet64_Color\frame_1588.jpg  1  509 27 12 15
MarioNet64_Color\frame_1589.jpg  1  509 27 12 15
MarioNet64_Color\frame_1590.jpg  1  510 22 14 13
MarioNet64_Color\frame_1591.jpg  1  510 22 14 13
MarioNet64_Color\frame_1592.jpg  1  505 21 17 13
MarioNet64_Color\frame_1593.jpg  1  505 21 17 13
MarioNet64_Color\frame_1594.jpg  2  598 111 13 10  504 19 12 17
MarioNet64_Color\frame_1595.jpg  2  598 111 13 10  504 19 12 17
MarioNet64_Color\frame_1596.jpg  1  502 15 19 11
MarioNet64_Color\frame_1597.jpg  1  494 15 27 18
MarioNet64_Color\frame_1598.jpg  1  495 14 18 18
MarioNet64_Color\frame_1599.jpg  1  495 14 18 18
MarioNet64_Color\frame_1600.jpg  2  599 105 10 10  495 15 19 14
MarioNet64_Color\frame_1601.jpg  2  599 105 10 10  495 15 19 14
MarioNet64_Color\frame_1602.jpg  2  597 102 19 14  495 11 11 15
MarioNet64_Color\frame_1603.jpg  2  597 102 19 14  495 11 11 15
MarioNet64_Color\frame_1604.jpg  1  484 7 32 20
MarioNet64_Color\frame_1605.jpg  1  484 7 32 20
MarioNet64_Color\frame_1606.jpg  1  483 6 22 20
MarioNet64_Color\frame_1607.jpg  1  483 6 22 20
MarioNet64_Color\frame_1608.jpg  2  598 94 26 15  488 4 26 14
MarioNet64_Color\frame_1609.jpg  2  598 94 26 15  488 4 26 14
MarioNet64_Color\frame_1610.jpg  2  599 95 11 11  487 4 25 13
MarioNet64_Color\frame_1611.jpg  2  599 95 11 11  487 4 25 13
MarioNet64_Color\frame_1612.jpg  1  476 3 35 16
MarioNet64_Color\frame_1613.jpg  1  476 3 35 16
MarioNet64_Color\frame_1614.jpg  1  478 4 23 13
MarioNet64_Color\frame_1615.jpg  1  478 3 21 14
MarioNet64_Color\frame_1616.jpg  1  598 87 11 11
MarioNet64_Color\frame_1617.jpg  1  598 87 11 11
MarioNet64_Color\frame_1618.jpg  1  599 84 10 14
MarioNet64_Color\frame_1619.jpg  1  599 84 10 14
MarioNet64_Color\frame_1620.jpg  1  472 4 17 6
MarioNet64_Color\frame_1621.jpg  1  472 4 17 6
MarioNet64_Color\frame_1622.jpg  1  598 79 16 13
MarioNet64_Color\frame_1623.jpg  1  598 79 16 13
MarioNet64_Color\frame_1624.jpg  1  596 77 21 14
MarioNet64_Color\frame_1625.jpg  1  596 77 21 14
MarioNet64_Color\frame_1628.jpg  1  598 72 23 9
MarioNet64_Color\frame_1629.jpg  1  598 72 23 9
MarioNet64_Color\frame_1630.jpg  1  599 69 27 14
MarioNet64_Color\frame_1631.jpg  1  599 69 27 14
MarioNet64_Color\frame_1632.jpg  1  597 66 21 15
MarioNet64_Color\frame_1633.jpg  1  597 66 21 15
MarioNet64_Color\frame_1634.jpg  1  607 64 12 10
MarioNet64_Color\frame_1635.jpg  1  607 64 12 10
MarioNet64_Color\frame_1636.jpg  1  607 62 25 12
MarioNet64_Color\frame_1637.jpg  1  607 62 27 12
MarioNet64_Color\frame_1638.jpg  1  604 58 14 15
