MarioNet64_Color\frame_12067.jpg  1  292 19 13 8
MarioNet64_Color\frame_12837.jpg  1  181 53 20 5
MarioNet64_Color\frame_12838.jpg  1  181 53 20 5
MarioNet64_Color\frame_12853.jpg  1  179 51 29 7
MarioNet64_Color\frame_12854.jpg  1  179 51 29 7
MarioNet64_Color\frame_12880.jpg  1  186 14 5 21
MarioNet64_Color\frame_12943.jpg  1  169 134 5 21
MarioNet64_Color\frame_12944.jpg  1  169 134 5 21
MarioNet64_Color\frame_12945.jpg  1  169 134 5 21
MarioNet64_Color\frame_12983.jpg  1  242 183 6 20
MarioNet64_Color\frame_12984.jpg  1  242 183 6 20
MarioNet64_Color\frame_12986.jpg  1  290 162 9 14
MarioNet64_Color\frame_12987.jpg  1  290 162 9 14
MarioNet64_Color\frame_13060.jpg  1  190 200 11 10
MarioNet64_Color\frame_13061.jpg  1  190 200 11 10
MarioNet64_Color\frame_13067.jpg  1  214 197 12 9
MarioNet64_Color\frame_13102.jpg  1  177 186 10 18
MarioNet64_Color\frame_13181.jpg  1  184 188 11 11
MarioNet64_Color\frame_13182.jpg  1  184 188 11 11
MarioNet64_Color\frame_13367.jpg  1  261 208 11 12
MarioNet64_Color\frame_13368.jpg  1  261 208 11 12
MarioNet64_Color\frame_13381.jpg  1  346 219 5 22
MarioNet64_Color\frame_13382.jpg  1  346 219 5 22
MarioNet64_Color\frame_13393.jpg  1  394 271 9 12
MarioNet64_Color\frame_13394.jpg  1  394 271 9 12
MarioNet64_Color\frame_13465.jpg  1  468 96 10 10
MarioNet64_Color\frame_13526.jpg  1  258 250 10 10
MarioNet64_Color\frame_13527.jpg  1  258 250 10 10
MarioNet64_Color\frame_13534.jpg  1  373 181 5 21
MarioNet64_Color\frame_13554.jpg  1  239 148 9 16
MarioNet64_Color\frame_13555.jpg  1  239 148 9 16
MarioNet64_Color\frame_13556.jpg  1  239 148 9 16
MarioNet64_Color\frame_13683.jpg  1  457 159 6 19
MarioNet64_Color\frame_13684.jpg  1  457 160 6 18
MarioNet64_Color\frame_13685.jpg  1  457 160 6 18
MarioNet64_Color\frame_13774.jpg  1  324 33 7 15
MarioNet64_Color\frame_13805.jpg  1  477 112 8 13
MarioNet64_Color\frame_13911.jpg  1  419 94 13 8
MarioNet64_Color\frame_13912.jpg  1  419 94 13 8
MarioNet64_Color\frame_13913.jpg  1  419 94 13 8
MarioNet64_Color\frame_13965.jpg  1  537 307 9 12
MarioNet64_Color\frame_13966.jpg  1  537 307 9 12
MarioNet64_Color\frame_13981.jpg  1  480 224 6 21
MarioNet64_Color\frame_13984.jpg  1  470 238 11 10
MarioNet64_Color\frame_13985.jpg  1  470 238 11 11
MarioNet64_Color\frame_14144.jpg  1  192 139 10 10
MarioNet64_Color\frame_14145.jpg  1  192 139 10 10
MarioNet64_Color\frame_14367.jpg  1  402 70 6 18
MarioNet64_Color\frame_14427.jpg  1  450 183 8 17
MarioNet64_Color\frame_14556.jpg  2  464 114 9 13  319 86 25 5
MarioNet64_Color\frame_14557.jpg  2  464 114 9 13  319 86 25 5
MarioNet64_Color\frame_14573.jpg  1  226 215 5 20
MarioNet64_Color\frame_14574.jpg  1  271 291 12 9
MarioNet64_Color\frame_14588.jpg  1  297 281 9 13
MarioNet64_Color\frame_14774.jpg  1  239 124 20 6
MarioNet64_Color\frame_14775.jpg  1  239 124 20 6
MarioNet64_Color\frame_14798.jpg  1  293 156 19 6
MarioNet64_Color\frame_14799.jpg  1  293 156 19 6
MarioNet64_Color\frame_14874.jpg  1  472 240 6 17
MarioNet64_Color\frame_14950.jpg  1  410 318 5 20
MarioNet64_Color\frame_14951.jpg  1  410 318 5 20
MarioNet64_Color\frame_14997.jpg  1  309 216 19 6
MarioNet64_Color\frame_15034.jpg  1  333 18 9 15
MarioNet64_Color\frame_15035.jpg  1  333 18 9 15
MarioNet64_Color\frame_15052.jpg  1  290 85 6 21
MarioNet64_Color\frame_15053.jpg  1  290 85 6 21
MarioNet64_Color\frame_15138.jpg  1  322 35 6 29
MarioNet64_Color\frame_15144.jpg  1  329 47 6 28
MarioNet64_Color\frame_15145.jpg  1  329 47 6 28
MarioNet64_Color\frame_15479.jpg  1  225 223 6 20
MarioNet64_Color\frame_15498.jpg  1  312 352 5 25
MarioNet64_Color\frame_15499.jpg  1  312 352 5 25
MarioNet64_Color\frame_15505.jpg  1  282 334 23 9
MarioNet64_Color\frame_15514.jpg  1  177 223 6 19
MarioNet64_Color\frame_15594.jpg  1  307 150 5 20
MarioNet64_Color\frame_15595.jpg  1  307 150 5 20
MarioNet64_Color\frame_15678.jpg  1  260 56 6 26
MarioNet64_Color\frame_15679.jpg  1  260 56 6 26
MarioNet64_Color\frame_15796.jpg  1  139 116 5 22
MarioNet64_Color\frame_15797.jpg  1  139 116 5 22
MarioNet64_Color\frame_15896.jpg  1  120 194 6 24
MarioNet64_Color\frame_15898.jpg  1  120 194 6 24
MarioNet64_Color\frame_15899.jpg  1  120 194 6 24
MarioNet64_Color\frame_15902.jpg  1  121 190 6 20
MarioNet64_Color\frame_15903.jpg  1  121 190 6 20
MarioNet64_Color\frame_15917.jpg  1  177 133 6 18
MarioNet64_Color\frame_23344.jpg  1  439 135 19 38
MarioNet64_Color\frame_23345.jpg  1  439 135 19 38
MarioNet64_Color\frame_23346.jpg  1  439 134 19 36
MarioNet64_Color\frame_23347.jpg  1  439 134 19 35
MarioNet64_Color\frame_23348.jpg  1  438 134 20 34
MarioNet64_Color\frame_23349.jpg  1  438 134 20 34
MarioNet64_Color\frame_23350.jpg  1  438 132 19 30
MarioNet64_Color\frame_23351.jpg  1  438 132 19 30
MarioNet64_Color\frame_23352.jpg  1  436 130 21 32
MarioNet64_Color\frame_23353.jpg  1  436 134 21 28
MarioNet64_Color\frame_23354.jpg  1  436 127 20 36
MarioNet64_Color\frame_23355.jpg  1  436 127 20 36
MarioNet64_Color\frame_23356.jpg  1  435 125 22 36
MarioNet64_Color\frame_23357.jpg  1  435 125 22 36
MarioNet64_Color\frame_23358.jpg  1  436 125 18 38
MarioNet64_Color\frame_23359.jpg  1  436 125 18 38
MarioNet64_Color\frame_23360.jpg  1  435 125 19 38
MarioNet64_Color\frame_23361.jpg  1  435 125 19 38
MarioNet64_Color\frame_23362.jpg  1  435 125 17 36
MarioNet64_Color\frame_23363.jpg  1  435 125 17 36
MarioNet64_Color\frame_23364.jpg  1  434 126 16 35
MarioNet64_Color\frame_23365.jpg  1  434 126 16 35
MarioNet64_Color\frame_23366.jpg  1  431 119 28 36
MarioNet64_Color\frame_23367.jpg  1  431 119 28 36
MarioNet64_Color\frame_23368.jpg  1  434 118 28 35
MarioNet64_Color\frame_23369.jpg  1  434 118 28 35
MarioNet64_Color\frame_23370.jpg  1  439 119 29 36
MarioNet64_Color\frame_23371.jpg  1  439 119 29 36
MarioNet64_Color\frame_23372.jpg  1  443 118 30 43
MarioNet64_Color\frame_23373.jpg  1  443 118 30 43
MarioNet64_Color\frame_23374.jpg  1  446 118 31 40
MarioNet64_Color\frame_23375.jpg  1  446 118 31 40
MarioNet64_Color\frame_23376.jpg  1  448 115 29 41
MarioNet64_Color\frame_23377.jpg  1  448 115 29 41
MarioNet64_Color\frame_23378.jpg  1  454 117 24 38
MarioNet64_Color\frame_23379.jpg  1  454 117 24 38
MarioNet64_Color\frame_23380.jpg  1  451 117 30 36
MarioNet64_Color\frame_23381.jpg  1  451 117 30 36
MarioNet64_Color\frame_23382.jpg  1  451 119 30 38
MarioNet64_Color\frame_23383.jpg  1  451 119 30 38
MarioNet64_Color\frame_23384.jpg  1  452 113 29 42
MarioNet64_Color\frame_23385.jpg  1  452 113 29 42
MarioNet64_Color\frame_23386.jpg  1  453 115 28 37
MarioNet64_Color\frame_23387.jpg  1  453 115 28 37
MarioNet64_Color\frame_23388.jpg  1  451 115 32 43
MarioNet64_Color\frame_23389.jpg  1  451 115 32 43
MarioNet64_Color\frame_23390.jpg  1  452 115 33 40
MarioNet64_Color\frame_23391.jpg  1  452 115 33 40
MarioNet64_Color\frame_23392.jpg  1  453 116 33 43
MarioNet64_Color\frame_23393.jpg  1  453 116 33 43
MarioNet64_Color\frame_23394.jpg  1  455 119 31 39
MarioNet64_Color\frame_23395.jpg  1  455 119 31 39
MarioNet64_Color\frame_23396.jpg  1  456 111 33 46
MarioNet64_Color\frame_23397.jpg  1  456 111 33 46
MarioNet64_Color\frame_23398.jpg  1  458 112 33 43
MarioNet64_Color\frame_23399.jpg  1  458 112 33 43
MarioNet64_Color\frame_23400.jpg  1  462 110 29 44
MarioNet64_Color\frame_23401.jpg  1  462 110 29 44
MarioNet64_Color\frame_23402.jpg  1  456 110 34 45
MarioNet64_Color\frame_23403.jpg  1  456 110 34 45
MarioNet64_Color\frame_23404.jpg  1  453 111 37 42
MarioNet64_Color\frame_23405.jpg  1  454 109 36 44
MarioNet64_Color\frame_23406.jpg  1  453 110 38 44
MarioNet64_Color\frame_23407.jpg  1  453 110 38 44
MarioNet64_Color\frame_23408.jpg  1  453 108 38 46
MarioNet64_Color\frame_23409.jpg  1  453 108 38 46
MarioNet64_Color\frame_23410.jpg  1  454 110 35 43
MarioNet64_Color\frame_23411.jpg  1  454 110 35 43
MarioNet64_Color\frame_23412.jpg  1  454 107 40 47
MarioNet64_Color\frame_23413.jpg  1  456 107 38 47
MarioNet64_Color\frame_23414.jpg  1  461 102 33 50
MarioNet64_Color\frame_23415.jpg  1  461 102 33 50
MarioNet64_Color\frame_23416.jpg  1  454 102 42 49
MarioNet64_Color\frame_23417.jpg  1  454 102 42 49
MarioNet64_Color\frame_23418.jpg  1  454 101 43 48
MarioNet64_Color\frame_23419.jpg  1  454 101 43 48
MarioNet64_Color\frame_23420.jpg  1  457 99 42 47
MarioNet64_Color\frame_23421.jpg  1  457 99 42 47
MarioNet64_Color\frame_23422.jpg  1  460 101 42 46
MarioNet64_Color\frame_23423.jpg  1  460 101 42 46
MarioNet64_Color\frame_23424.jpg  1  461 102 45 46
MarioNet64_Color\frame_23425.jpg  1  461 102 45 46
MarioNet64_Color\frame_23426.jpg  1  459 102 49 47
MarioNet64_Color\frame_23427.jpg  1  459 102 49 47
MarioNet64_Color\frame_23428.jpg  1  466 95 44 52
MarioNet64_Color\frame_23429.jpg  1  466 95 44 52
MarioNet64_Color\frame_23430.jpg  1  467 95 47 52
MarioNet64_Color\frame_23431.jpg  1  467 95 47 52
MarioNet64_Color\frame_23432.jpg  1  469 93 47 53
