MarioNet64_Color\frame_26314.jpg  1  663 100 44 34
MarioNet64_Color\frame_26315.jpg  1  663 100 44 31
MarioNet64_Color\frame_26316.jpg  1  656 99 42 32
MarioNet64_Color\frame_26317.jpg  1  656 99 43 32
MarioNet64_Color\frame_26318.jpg  1  648 102 42 29
MarioNet64_Color\frame_26319.jpg  1  648 102 42 29
MarioNet64_Color\frame_26320.jpg  1  636 100 45 32
MarioNet64_Color\frame_26321.jpg  1  636 100 45 32
MarioNet64_Color\frame_26322.jpg  1  629 100 38 31
MarioNet64_Color\frame_26323.jpg  1  629 100 38 32
MarioNet64_Color\frame_26324.jpg  1  615 101 35 29
MarioNet64_Color\frame_26325.jpg  1  615 101 35 29
MarioNet64_Color\frame_26326.jpg  1  598 101 40 29
MarioNet64_Color\frame_26327.jpg  1  598 101 40 29
MarioNet64_Color\frame_26328.jpg  1  597 103 40 29
MarioNet64_Color\frame_26329.jpg  1  597 103 40 29
MarioNet64_Color\frame_26330.jpg  1  581 102 36 27
MarioNet64_Color\frame_26331.jpg  1  581 102 36 27
MarioNet64_Color\frame_26332.jpg  1  567 95 35 31
MarioNet64_Color\frame_26333.jpg  1  567 95 35 31
MarioNet64_Color\frame_26334.jpg  1  558 103 31 28
MarioNet64_Color\frame_26335.jpg  1  558 99 30 32
MarioNet64_Color\frame_26336.jpg  1  533 101 36 30
MarioNet64_Color\frame_26337.jpg  1  533 101 36 28
MarioNet64_Color\frame_26338.jpg  1  519 99 28 30
MarioNet64_Color\frame_26339.jpg  1  519 99 28 30
MarioNet64_Color\frame_26340.jpg  1  503 102 29 29
MarioNet64_Color\frame_26341.jpg  1  503 102 29 29
MarioNet64_Color\frame_26342.jpg  1  477 99 38 30
MarioNet64_Color\frame_26343.jpg  1  477 99 38 30
MarioNet64_Color\frame_26344.jpg  1  461 102 29 27
MarioNet64_Color\frame_26345.jpg  1  461 102 29 28
MarioNet64_Color\frame_26346.jpg  1  436 103 38 26
MarioNet64_Color\frame_26347.jpg  1  440 103 34 26
MarioNet64_Color\frame_26348.jpg  1  423 116 18 18
MarioNet64_Color\frame_26349.jpg  1  423 116 18 18
MarioNet64_Color\frame_26350.jpg  1  407 118 12 13
MarioNet64_Color\frame_26351.jpg  1  407 118 12 13
MarioNet64_Color\frame_26352.jpg  1  382 116 23 16
MarioNet64_Color\frame_26353.jpg  1  382 116 23 15
MarioNet64_Color\frame_26354.jpg  1  367 116 19 13
MarioNet64_Color\frame_26355.jpg  1  367 116 23 16
MarioNet64_Color\frame_26356.jpg  1  351 110 34 23
MarioNet64_Color\frame_26357.jpg  1  351 110 34 23
MarioNet64_Color\frame_26358.jpg  1  343 113 19 16
MarioNet64_Color\frame_26359.jpg  1  343 113 19 16
MarioNet64_Color\frame_26360.jpg  1  327 110 34 23
MarioNet64_Color\frame_26361.jpg  1  327 110 34 23
MarioNet64_Color\frame_26362.jpg  1  317 108 36 25
MarioNet64_Color\frame_26363.jpg  1  317 108 36 25
MarioNet64_Color\frame_26364.jpg  1  311 108 35 24
MarioNet64_Color\frame_26365.jpg  1  311 110 35 22
MarioNet64_Color\frame_26366.jpg  1  310 103 34 27
MarioNet64_Color\frame_26367.jpg  1  310 103 34 27
MarioNet64_Color\frame_26368.jpg  1  308 111 35 22
MarioNet64_Color\frame_26369.jpg  1  308 111 35 22
MarioNet64_Color\frame_26370.jpg  1  303 109 34 24
MarioNet64_Color\frame_26371.jpg  1  303 109 34 24
MarioNet64_Color\frame_26372.jpg  1  303 110 41 20
MarioNet64_Color\frame_26373.jpg  1  303 110 41 20
MarioNet64_Color\frame_26374.jpg  1  299 105 41 29
MarioNet64_Color\frame_26375.jpg  1  299 105 41 29
MarioNet64_Color\frame_26376.jpg  1  301 108 37 22
MarioNet64_Color\frame_26377.jpg  1  301 108 37 23
MarioNet64_Color\frame_26378.jpg  1  295 103 44 28
MarioNet64_Color\frame_26379.jpg  1  295 103 44 29
MarioNet64_Color\frame_26380.jpg  1  293 110 44 24
MarioNet64_Color\frame_26381.jpg  1  293 109 43 23
MarioNet64_Color\frame_26382.jpg  1  292 117 37 16
MarioNet64_Color\frame_26383.jpg  1  292 117 37 16
MarioNet64_Color\frame_26384.jpg  2  287 116 47 21  293 103 12 10
MarioNet64_Color\frame_26385.jpg  2  287 116 47 21  293 103 12 10
MarioNet64_Color\frame_26386.jpg  2  285 108 45 30  294 103 11 11
MarioNet64_Color\frame_26387.jpg  2  285 108 45 30  294 103 11 11
MarioNet64_Color\frame_26388.jpg  1  285 119 48 22
MarioNet64_Color\frame_26389.jpg  1  283 119 50 22
MarioNet64_Color\frame_26390.jpg  1  279 118 44 28
MarioNet64_Color\frame_26391.jpg  1  279 118 44 28
MarioNet64_Color\frame_26392.jpg  3  279 124 46 29  286 119 12 9  298 110 15 11
MarioNet64_Color\frame_26393.jpg  3  279 124 46 25  286 119 12 9  298 110 15 11
MarioNet64_Color\frame_26394.jpg  2  274 128 12 11  280 126 42 29
MarioNet64_Color\frame_26395.jpg  2  274 128 12 11  280 127 42 28
MarioNet64_Color\frame_26396.jpg  1  271 132 53 30
MarioNet64_Color\frame_26397.jpg  1  271 132 53 30
MarioNet64_Color\frame_26398.jpg  2  293 142 30 22  269 135 22 29
MarioNet64_Color\frame_26399.jpg  3  293 142 31 21  269 136 22 28  300 127 14 13
MarioNet64_Color\frame_26400.jpg  2  268 140 15 14  270 126 52 44
MarioNet64_Color\frame_26401.jpg  2  268 140 15 14  269 126 53 44
MarioNet64_Color\frame_26402.jpg  2  261 142 18 29  277 135 46 43
MarioNet64_Color\frame_26403.jpg  2  261 142 18 29  277 135 46 43
MarioNet64_Color\frame_26404.jpg  1  260 135 53 50
MarioNet64_Color\frame_26405.jpg  1  260 135 53 50
MarioNet64_Color\frame_26406.jpg  1  255 142 58 51
MarioNet64_Color\frame_26407.jpg  1  255 142 58 51
MarioNet64_Color\frame_26408.jpg  1  252 149 61 47
MarioNet64_Color\frame_26409.jpg  1  252 149 61 47
MarioNet64_Color\frame_26410.jpg  2  246 172 60 33  287 158 13 11
MarioNet64_Color\frame_26411.jpg  2  246 173 60 30  287 158 13 11
MarioNet64_Color\frame_26412.jpg  1  246 182 67 29
MarioNet64_Color\frame_26413.jpg  1  246 182 67 29
MarioNet64_Color\frame_26414.jpg  1  246 183 62 41
MarioNet64_Color\frame_26415.jpg  1  246 183 62 41
MarioNet64_Color\frame_26416.jpg  1  239 182 66 43
MarioNet64_Color\frame_26417.jpg  1  239 182 66 43
MarioNet64_Color\frame_26418.jpg  1  232 169 74 65
MarioNet64_Color\frame_26419.jpg  1  232 169 74 65
MarioNet64_Color\frame_26420.jpg  1  226 171 78 66
MarioNet64_Color\frame_26421.jpg  1  226 171 78 66
MarioNet64_Color\frame_26422.jpg  1  223 173 77 69
MarioNet64_Color\frame_26423.jpg  1  223 173 77 69
MarioNet64_Color\frame_26424.jpg  1  221 175 87 70
MarioNet64_Color\frame_26425.jpg  1  221 175 87 70
MarioNet64_Color\frame_26426.jpg  1  222 177 83 71
MarioNet64_Color\frame_26427.jpg  1  222 177 83 71
MarioNet64_Color\frame_26428.jpg  1  226 178 87 74
MarioNet64_Color\frame_26429.jpg  1  225 178 88 74
MarioNet64_Color\frame_26430.jpg  3  280 246 18 8  301 221 44 22  230 166 83 74
MarioNet64_Color\frame_26431.jpg  3  280 245 18 9  301 221 44 22  232 166 81 75
MarioNet64_Color\frame_26432.jpg  2  293 246 21 12  245 168 110 76
MarioNet64_Color\frame_26433.jpg  2  293 246 21 12  245 168 110 76
MarioNet64_Color\frame_26434.jpg  1  256 168 114 83
